what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092363065
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1339092363069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339092363069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092369925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092436447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1339092436460
started,bundle,org.eclipse.jst.ejb.ui,1.1.601.v201201261600,"org.eclipse.jst.ejb.ui",1339092446635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092446686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092547507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092563347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092572325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1339092574411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092574681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092576244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092577550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092580403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092618239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092637417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1339092637431
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1339092649357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092649455
started,bundle,org.maven.ide.eclipse.wtp.overlay,0.15.2.20120306-2040,"org.maven.ide.eclipse.wtp.overlay",1339092668830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092669535
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1339092682040
started,bundle,org.eclipse.jpt.jpa.db,2.0.0.v201105030000,"org.eclipse.jpt.jpa.db",1339092682095
started,bundle,org.eclipse.datatools.connectivity,1.2.4.v201202041105,"org.eclipse.datatools.connectivity",1339092682560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092682715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092717908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092727680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092771073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1339092771091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092782722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092801576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092840087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092846676
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1339092846682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092850450
error,log,,,"Internal Error",1339092854519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092856277
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1339092856287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339092856287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092862773
started,bundle,org.eclipse.emf.codegen,2.6.0.v20120130-0943,"org.eclipse.emf.codegen",1339092898531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092900261
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339092902795
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339092903186
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1339092903764
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1339092908462
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1339092908492
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1339092908501
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1339092908811
started,bundle,org.jboss.tools.jst.jsp,3.3.0.v20120423-2031-H1021-Beta3,"org.jboss.tools.jst.jsp",1339092911836
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339092918610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092925062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339092935863
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339092938450
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1339092939212
started,bundle,org.jboss.tools.jst.text.ext,3.3.0.v20120423-2031-H1021-Beta3,"org.jboss.tools.jst.text.ext",1339092939240
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339092940793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339093006074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339093010078
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1339093021322
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1339093021505
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1339093021524
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1339093021627
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1339093021664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339093021973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339093034094
